ID,Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Time_taken(min)
2C06,33,4.8,Drinks ,scooter ,30
604C,37,4.7,Buffet ,scooter ,15
4606,39,5.0,Drinks ,scooter ,37
836B,36,4.6,Buffet ,motorcycle ,26
7A98,21,4.8,Drinks ,motorcycle ,19
6ACB,21,4.8,Snack ,scooter ,12
8B2E,30,4.6,Buffet ,scooter ,18
8.8E+01,30,4.6,Snack ,motorcycle ,45
BEC 9.00,23,4.6,Snack ,motorcycle ,23
EFE,32,4.3,Meal ,motorcycle ,31
DCCA,32,4.1,Buffet ,motorcycle ,22
86C7,27,4.5,Drinks ,motorcycle ,40
7.3E+04,30,4.7,Meal ,scooter ,15
5E+45,31,4.8,Snack ,motorcycle ,45
313C,36,4.2,Meal ,motorcycle ,33
B919,28,4.6,Snack ,electric_scooter ,28
7AEA,37,4.9,Meal ,motorcycle ,34
AED 9.00,23,4.7,Meal ,motorcycle ,47
43C,50,6.0,Meal ,motorcycle ,19
C75F,38,5.0,Drinks ,motorcycle ,36
52A6,36,4.9,Drinks ,scooter ,27
15B4,22,4.9,Snack ,electric_scooter ,18
D082,26,4.9,Buffet ,scooter ,13
3166,27,4.9,Buffet ,electric_scooter ,24
9CDD,28,4.6,Snack ,scooter ,15
1824,36,4.7,Drinks ,motorcycle ,38
DEBF,22,4.6,Meal ,scooter ,26
CC89,20,4.8,Snack ,scooter ,18
E98,35,4.9,Meal ,scooter ,21
2B78,33,4.7,Buffet ,scooter ,22
A789,30,4.7,Snack ,motorcycle ,27
3807,24,4.8,Buffet ,motorcycle ,30
2923,22,4.7,Snack ,motorcycle ,30
81ED,35,4.6,Buffet ,scooter ,28
BE66,21,4.7,Drinks ,scooter ,23
288C,21,4.7,Snack ,scooter ,17
AFDB,39,4.3,Meal ,motorcycle ,44
652F,24,4.6,Buffet ,motorcycle ,24
3A0C,26,4.7,Drinks ,scooter ,14
611,29,4.6,Meal ,scooter ,37
A737,35,5.0,Drinks ,scooter ,33
7253,28,4.7,Buffet ,motorcycle ,29
5EAD,36,4.9,Drinks ,motorcycle ,40
3D93,37,4.7,Snack ,electric_scooter ,17
81F7,23,4.6,Buffet ,electric_scooter ,15
B9B8,35,4.2,Meal ,motorcycle ,31
D44D,23,4.9,Drinks ,motorcycle ,22
913A,26,4.7,Meal ,electric_scooter ,28
A0E0,24,4.6,Buffet ,motorcycle ,18
B618,20,4.7,Buffet ,motorcycle ,24
ABCF,28,4.6,Drinks ,motorcycle ,14
4193,25,4.8,Snack ,scooter ,28
854C,37,4.9,Snack ,motorcycle ,22
15D3,37,4.6,Drinks ,motorcycle ,26
8B94,24,4.7,Drinks ,motorcycle ,22
757C,31,3.7,Drinks ,motorcycle ,35
B589,21,4.8,Snack ,scooter ,29
9944,28,4.6,Meal ,motorcycle ,15
C55D,34,4.2,Drinks ,scooter ,48
CC26,36,4.6,Snack ,motorcycle ,28
CA88,23,4.9,Drinks ,motorcycle ,19
29C0,28,4.5,Meal ,scooter ,10
4CC3,28,4.5,Snack ,scooter ,15
ADCE,37,4.1,Drinks ,motorcycle ,33
4C2B,30,4.6,Buffet ,scooter ,18
9EA8,29,4.7,Drinks ,scooter ,29
52A9,34,5.0,Meal ,scooter ,25
130F,22,4.9,Buffet ,motorcycle ,17
6D1D,39,4.7,Buffet ,motorcycle ,26
B5C1,35,4.4,Snack ,motorcycle ,34
AB9,29,4.6,Meal ,motorcycle ,24
C993,22,5.0,Snack ,scooter ,18
BCD2,33,5.0,Drinks ,motorcycle ,26
5173,27,4.6,Snack ,motorcycle ,27
D219,25,4.9,Snack ,scooter ,29
BAD 8.00,32,4.8,Drinks ,scooter ,15
AD3C,31,3.7,Snack ,scooter ,34
D16A,23,4.9,Buffet ,scooter ,21
DBC4,23,4.8,Buffet ,motorcycle ,13
DD57,21,4.6,Drinks ,motorcycle ,23
1755,30,4.6,Drinks ,scooter ,16
9A61,31,4.6,Snack ,scooter ,18
548D,31,4.9,Meal ,motorcycle ,17
6ECD,24,4.8,Meal ,motorcycle ,15
D928,27,4.9,Snack ,motorcycle ,18
15AD,30,4.4,Buffet ,scooter ,37
B68B,38,4.6,Snack ,scooter ,30
2311,24,4.9,Meal ,motorcycle ,29
D068,36,4.8,Buffet ,motorcycle ,22
35CA,27,4.6,Snack ,motorcycle ,32
77CA,32,4.5,Buffet ,motorcycle ,29
9633,34,4.4,Snack ,motorcycle ,34
4D5A,30,4.9,Drinks ,scooter ,26
74C9,32,4.6,Meal ,motorcycle ,21
B6FF,33,4.9,Meal ,scooter ,22
DA0,32,4.8,Buffet ,motorcycle ,30
313B,27,4.6,Drinks ,scooter ,23
5A9C,28,5.0,Snack ,motorcycle ,26
17B0,31,5.0,Snack ,scooter ,27
B65B,39,4.6,Buffet ,motorcycle ,23
4E+78,28,4.7,Drinks ,electric_scooter ,26
9020,32,4.6,Drinks ,scooter ,40
3741,26,4.1,Snack ,scooter ,31
8D75,27,4.8,Drinks ,electric_scooter ,27
CEFA,24,4.7,Meal ,scooter ,29
7C94,39,4.8,Snack ,scooter ,19
4C2,29,4.6,Meal ,motorcycle ,19
96FE,38,4.9,Snack ,motorcycle ,28
E272,34,4.7,Meal ,motorcycle ,20
E47,38,4.8,Buffet ,motorcycle ,33
6D7E,21,4.7,Drinks ,motorcycle ,18
BADF,25,4.9,Buffet ,motorcycle ,22
DF1C,28,5.0,Meal ,electric_scooter ,21
5BBF,31,4.7,Drinks ,motorcycle ,36
A016,37,4.9,Drinks ,electric_scooter ,19
D2B7,24,4.6,Snack ,motorcycle ,29
DC32,34,4.8,Meal ,motorcycle ,41
494B,32,4.6,Buffet ,motorcycle ,24
5F6E,35,4.7,Buffet ,scooter ,25
65FE,32,4.0,Snack ,motorcycle ,34
BA7F,32,4.6,Buffet ,motorcycle ,27
8C44,37,4.8,Meal ,electric_scooter ,28
AB35,25,4.7,Snack ,scooter ,10
BB0E,39,4.8,Buffet ,electric_scooter ,28
A1A6,33,4.3,Drinks ,motorcycle ,46
7.3E+01,23,4.6,Snack ,scooter ,30
A4B1,26,5.0,Drinks ,motorcycle ,28
7F3B,39,4.3,Snack ,motorcycle ,37
13EB,31,4.3,Drinks ,scooter ,41
6819,31,3.8,Drinks ,motorcycle ,32
C618,24,4.7,Drinks ,motorcycle ,17
1FC3,31,4.7,Snack ,scooter ,23
CB34,20,5.0,Meal ,scooter ,14
7097,23,4.6,Drinks ,motorcycle ,31
1F44,39,4.1,Snack ,electric_scooter ,39
6.8E+05,23,4.6,Meal ,motorcycle ,21
19BB,23,4.9,Snack ,scooter ,25
C574,33,4.6,Snack ,motorcycle ,26
4D6F,23,4.7,Meal ,scooter ,18
CC8A,24,4.7,Meal ,electric_scooter ,22
AFEA,39,4.1,Snack ,motorcycle ,34
8FF4,21,4.3,Snack ,scooter ,38
6351,37,4.1,Meal ,motorcycle ,33
56A0,20,4.9,Meal ,scooter ,20
6230,34,4.8,Meal ,scooter ,30
575F,20,4.3,Drinks ,motorcycle ,15
D73D,27,4.9,Buffet ,electric_scooter ,18
5E+46,38,4.8,Snack ,motorcycle ,22
D03C,34,4.9,Snack ,electric_scooter ,18
CA0C,27,4.9,Buffet ,motorcycle ,16
C2A0,25,4.7,Meal ,scooter ,14
7ECC,36,4.7,Meal ,electric_scooter ,27
14D6,32,4.9,Buffet ,motorcycle ,25
7A75,26,5.0,Snack ,motorcycle ,22
741,29,4.6,Buffet ,motorcycle ,21
5995,27,4.7,Snack ,motorcycle ,29
72BA,33,4.3,Meal ,electric_scooter ,36
400C,21,4.8,Drinks ,scooter ,13
4208,34,4.6,Drinks ,motorcycle ,48
28D5,23,4.9,Buffet ,scooter ,28
70C2,31,4.3,Buffet ,motorcycle ,32
25C9,33,4.8,Meal ,motorcycle ,33
24F4,32,4.2,Meal ,scooter ,36
48F5,36,4.3,Meal ,motorcycle ,23
8684,21,4.8,Drinks ,motorcycle ,23
DCD0,33,4.4,Meal ,motorcycle ,33
3A5B,22,4.7,Buffet ,motorcycle ,14
968B,29,4.7,Drinks ,motorcycle ,10
BC62,37,5.0,Drinks ,motorcycle ,48
3F63,24,4.4,Meal ,scooter ,31
B639,22,4.0,Meal ,scooter ,43
DEE4,36,4.1,Buffet ,motorcycle ,38
6AB8,32,4.0,Drinks ,motorcycle ,47
8714,22,4.0,Drinks ,motorcycle ,39
CD82,30,4.6,Buffet ,motorcycle ,25
8101,27,4.6,Meal ,motorcycle ,14
D07E,36,4.4,Meal ,motorcycle ,42
CD95,20,3.7,Snack ,motorcycle ,47
6D31,30,5.0,Snack ,motorcycle ,33
846F,39,4.6,Drinks ,motorcycle ,15
8C1D,30,4.2,Drinks ,motorcycle ,45
8902,32,5.0,Drinks ,scooter ,28
3073,33,5.0,Drinks ,scooter ,17
8465,39,4.6,Meal ,motorcycle ,28
C9AE,27,4.9,Snack ,motorcycle ,29
28C7,34,4.4,Buffet ,motorcycle ,33
A516,22,4.6,Buffet ,scooter ,16
D6A7,36,4.3,Meal ,motorcycle ,35
1DD1,25,4.7,Meal ,motorcycle ,44
19EB,21,4.6,Meal ,motorcycle ,17
2317,29,4.6,Meal ,electric_scooter ,33
CB81,22,4.2,Drinks ,motorcycle ,53
7EB5,32,5.0,Buffet ,motorcycle ,49
C10C,29,4.6,Meal ,scooter ,10
C23C,38,4.7,Buffet ,scooter ,32
BED5,32,4.6,Snack ,electric_scooter ,39
31B4,37,4.5,Meal ,scooter ,38
908A,36,5.0,Drinks ,scooter ,27
18B0,15,1.0,Meal ,bicycle ,21
D799,28,4.7,Snack ,scooter ,24
5ABA,21,5.0,Drinks ,motorcycle ,17
495F,28,4.0,Snack ,motorcycle ,33
3250,28,4.8,Meal ,motorcycle ,24
304E,35,4.7,Snack ,scooter ,15
3169,34,5.0,Meal ,scooter ,21
60B4,27,4.5,Snack ,motorcycle ,10
C910,26,4.7,Drinks ,scooter ,19
BCEE,22,5.0,Drinks ,motorcycle ,19
C320,37,4.5,Meal ,scooter ,26
AC28,29,4.7,Meal ,motorcycle ,21
D7B1,29,4.9,Meal ,scooter ,15
9.4E+01,35,5.0,Buffet ,motorcycle ,19
DF7B,36,4.5,Snack ,scooter ,25
BD87,30,4.8,Meal ,scooter ,25
755E,29,4.1,Buffet ,scooter ,38
9916,21,4.7,Snack ,motorcycle ,25
D1A3,33,4.4,Drinks ,scooter ,39
A6D9,28,4.9,Drinks ,scooter ,14
8F1E,33,4.3,Drinks ,motorcycle ,42
B274,20,4.6,Buffet ,motorcycle ,14
C1C7,36,4.5,Meal ,motorcycle ,26
6768,30,4.5,Buffet ,scooter ,25
DF34,29,4.6,Meal ,motorcycle ,11
7A6B,28,4.5,Snack ,motorcycle ,21
BFD5,27,4.8,Drinks ,motorcycle ,12
8354,27,4.8,Buffet ,motorcycle ,22
2E0E,36,4.6,Meal ,motorcycle ,34
A0D9,27,4.8,Buffet ,motorcycle ,25
621D,29,4.6,Snack ,scooter ,11
358B,28,4.6,Snack ,motorcycle ,11
5AD3,37,4.8,Meal ,motorcycle ,22
44D7,27,4.6,Buffet ,motorcycle ,33
C8F3,34,5.0,Meal ,motorcycle ,25
BBA,29,4.6,Meal ,electric_scooter ,41
7248,33,3.6,Drinks ,scooter ,32
7BF9,35,4.6,Drinks ,scooter ,17
40BD,25,4.6,Buffet ,motorcycle ,23
7D98,31,4.0,Buffet ,motorcycle ,46
2673,37,4.7,Meal ,motorcycle ,49
B299,20,5.0,Buffet ,electric_scooter ,22
CF36,37,4.5,Drinks ,scooter ,27
41DC,32,4.6,Snack ,scooter ,28
B4D3,36,4.9,Meal ,scooter ,28
9781,26,4.7,Buffet ,motorcycle ,26
3C42,20,4.5,Snack ,motorcycle ,41
5B7D,24,4.2,Meal ,scooter ,31
3A00,39,4.7,Snack ,motorcycle ,26
38A6,39,4.6,Drinks ,motorcycle ,21
3BF3,22,4.6,Meal ,scooter ,17
46A5,30,4.6,Drinks ,electric_scooter ,26
ACB0,30,4.5,Buffet ,motorcycle ,26
BDE2,39,4.4,Buffet ,motorcycle ,44
7A25,31,4.4,Meal ,motorcycle ,43
1CED,24,4.5,Drinks ,motorcycle ,17
AD1F,27,4.6,Meal ,motorcycle ,25
2B7D,37,4.6,Buffet ,scooter ,15
3E+78,24,4.9,Buffet ,scooter ,17
2904,37,4.5,Meal ,motorcycle ,23
1BA5,22,5.0,Buffet ,motorcycle ,16
83C6,27,5.0,Drinks ,scooter ,24
B199,20,4.6,Buffet ,electric_scooter ,26
376F,38,4.6,Snack ,motorcycle ,21
9C63,27,3.2,Snack ,scooter ,36
7A9B,32,4.7,Buffet ,motorcycle ,44
BCE2,28,4.6,Drinks ,scooter ,14
2631,38,4.5,Drinks ,scooter ,21
77C6,20,4.8,Snack ,scooter ,25
C3E,31,4.7,Drinks ,motorcycle ,30
4438,21,5.0,Buffet ,motorcycle ,48
A8B3,36,4.6,Buffet ,motorcycle ,39
8537,34,4.2,Snack ,motorcycle ,32
47DF,28,4.2,Buffet ,motorcycle ,20
2947,38,5.0,Drinks ,motorcycle ,51
4102,31,4.5,Drinks ,scooter ,17
C3F1,38,4.6,Snack ,scooter ,48
5DB7,35,4.6,Meal ,scooter ,27
1985,39,4.9,Snack ,motorcycle ,25
CEDA,28,4.7,Meal ,scooter ,25
8B0,29,4.6,Drinks ,motorcycle ,29
17FF,34,4.2,Drinks ,motorcycle ,32
2205,32,4.7,Buffet ,motorcycle ,23
666,29,4.6,Snack ,motorcycle ,15
B932,33,4.4,Snack ,motorcycle ,35
5648,21,4.8,Snack ,scooter ,12
9F8C,21,4.0,Buffet ,scooter ,41
221D,24,4.6,Snack ,scooter ,14
6E+67,31,4.0,Snack ,motorcycle ,36
CDA6,29,4.9,Buffet ,motorcycle ,11
6A55,26,2.8,Meal ,electric_scooter ,39
6B75,31,5.0,Drinks ,scooter ,21
51EE,39,4.6,Drinks ,motorcycle ,16
9B72,38,5.0,Snack ,scooter ,31
8D44,32,4.5,Snack ,motorcycle ,25
5378,23,4.6,Meal ,motorcycle ,25
20FF,22,4.8,Drinks ,motorcycle ,15
DB0C,32,4.5,Drinks ,motorcycle ,40
D102,21,4.9,Drinks ,scooter ,17
111D,32,4.6,Buffet ,electric_scooter ,22
C853,30,4.1,Drinks ,scooter ,34
CBC3,27,4.5,Meal ,motorcycle ,18
709E,38,4.8,Meal ,electric_scooter ,18
7237,22,4.7,Meal ,scooter ,25
721A,30,4.7,Drinks ,motorcycle ,28
5EF2,33,4.9,Meal ,motorcycle ,31
448B,20,5.0,Meal ,motorcycle ,42
51AA,22,4.6,Snack ,motorcycle ,23
81D5,38,4.8,Meal ,motorcycle ,29
BE24,28,4.6,Drinks ,motorcycle ,29
356F,33,4.7,Drinks ,scooter ,28
9BDE,31,4.7,Buffet ,motorcycle ,28
A9C0,38,5.0,Drinks ,scooter ,31
7F32,30,5.0,Meal ,motorcycle ,27
D11D,22,4.2,Snack ,motorcycle ,24
1E+77,33,4.9,Snack ,motorcycle ,28
2E+36,36,4.7,Snack ,scooter ,19
9578,33,4.1,Snack ,motorcycle ,24
8CCA,34,4.7,Buffet ,electric_scooter ,20
2CFB,35,4.9,Snack ,motorcycle ,28
A511,26,4.6,Buffet ,motorcycle ,18
7E+02,32,4.9,Drinks ,scooter ,41
3A86,21,4.6,Drinks ,motorcycle ,22
9ED6,32,4.8,Drinks ,motorcycle ,28
8A4F,30,4.9,Meal ,motorcycle ,30
3056,35,5.0,Snack ,motorcycle ,17
2C25,37,4.9,Buffet ,motorcycle ,15
3146,34,4.9,Buffet ,scooter ,45
3794,21,4.6,Drinks ,motorcycle ,22
B117,38,4.9,Buffet ,motorcycle ,29
2F27,39,4.4,Snack ,motorcycle ,34
5B14,36,4.6,Snack ,motorcycle ,26
213D,27,4.7,Snack ,scooter ,10
9938,37,4.7,Snack ,scooter ,15
988C,29,4.8,Snack ,motorcycle ,36
AA34,39,4.0,Meal ,motorcycle ,35
878B,23,4.6,Drinks ,scooter ,12
3915,31,4.6,Snack ,motorcycle ,25
E0C6,39,4.6,Meal ,motorcycle ,35
19A6,33,4.6,Drinks ,motorcycle ,47
1966,25,5.0,Drinks ,scooter ,15
5580,33,4.7,Drinks ,scooter ,21
655A,22,5.0,Drinks ,scooter ,25
985,20,4.7,Drinks ,motorcycle ,32
C490,34,4.6,Meal ,motorcycle ,30
6C0B,33,4.9,Buffet ,motorcycle ,23
85FB,26,4.8,Drinks ,scooter ,35
2DF8,32,4.9,Snack ,electric_scooter ,17
9.8E+09,20,4.7,Drinks ,electric_scooter ,17
8FCD,29,5.0,Drinks ,motorcycle ,12
5ABF,26,4.9,Buffet ,motorcycle ,15
99BE,33,4.9,Drinks ,motorcycle ,30
9EAF,30,4.5,Snack ,scooter ,22
ABD6,31,4.4,Snack ,electric_scooter ,34
2A3C,38,4.6,Snack ,motorcycle ,34
ADE7,32,4.9,Drinks ,scooter ,31
B3D,24,4.9,Meal ,motorcycle ,42
436F,24,4.8,Buffet ,scooter ,29
1F62,28,4.8,Buffet ,scooter ,24
A46C,33,5.0,Drinks ,scooter ,21
7A7F,23,4.9,Buffet ,motorcycle ,24
DEEC,24,4.7,Snack ,motorcycle ,24
1079,29,4.6,Drinks ,motorcycle ,18
497,29,4.6,Buffet ,motorcycle ,20
BE39,24,4.9,Drinks ,motorcycle ,23
A515,25,4.8,Buffet ,motorcycle ,17
BD78,33,4.8,Buffet ,motorcycle ,43
8E+98,38,4.0,Buffet ,motorcycle ,27
8E+77,28,4.9,Buffet ,scooter ,28
6D0,20,4.8,Snack ,motorcycle ,16
CAB1,35,4.9,Snack ,scooter ,17
C7CC,29,4.6,Drinks ,electric_scooter ,18
C7D1,32,4.5,Meal ,motorcycle ,22
5317,31,4.5,Meal ,motorcycle ,30
A740,37,4.6,Buffet ,scooter ,23
A5C5,26,4.7,Buffet ,motorcycle ,33
DF2,27,4.8,Buffet ,motorcycle ,13
D1CE,24,4.9,Buffet ,motorcycle ,38
A81A,33,4.1,Drinks ,motorcycle ,32
322D,20,4.7,Snack ,motorcycle ,19
B48C,33,4.7,Buffet ,motorcycle ,18
C8AC,31,4.1,Meal ,motorcycle ,34
B910,21,4.8,Drinks ,scooter ,23
5DE0,39,4.6,Meal ,motorcycle ,17
9.7E+01,39,4.7,Drinks ,scooter ,16
AE7A,21,4.7,Buffet ,motorcycle ,15
CC14,39,5.0,Buffet ,scooter ,22
6210,21,4.6,Meal ,scooter ,26
1F9F,20,4.9,Snack ,motorcycle ,22
2CF8,39,4.5,Buffet ,scooter ,37
402A,33,4.8,Drinks ,motorcycle ,49
4122,27,4.4,Buffet ,motorcycle ,37
6C97,25,4.9,Drinks ,motorcycle ,15
8A0E,35,4.9,Buffet ,motorcycle ,24
970D,30,4.9,Buffet ,motorcycle ,28
CB8D,32,4.9,Drinks ,motorcycle ,37
ABA0,23,4.8,Buffet ,scooter ,15
CCE4,30,4.7,Buffet ,scooter ,27
57B7,20,4.7,Snack ,scooter ,14
5BD7,20,4.5,Meal ,motorcycle ,26
44AE,32,4.9,Snack ,motorcycle ,24
107F,29,4.6,Buffet ,electric_scooter ,29
A8D0,36,5.0,Buffet ,motorcycle ,25
24F1,34,4.0,Buffet ,motorcycle ,53
5729,34,5.0,Buffet ,motorcycle ,19
BE61,34,4.8,Buffet ,electric_scooter ,22
4080,33,4.4,Buffet ,motorcycle ,31
B6F,26,5.0,Drinks ,scooter ,24
B69C,39,4.8,Buffet ,motorcycle ,25
C165,31,4.2,Buffet ,motorcycle ,39
C959,31,4.1,Meal ,scooter ,37
D946,20,4.5,Buffet ,scooter ,16
2B6B,26,4.2,Drinks ,scooter ,31
2362,24,4.8,Buffet ,scooter ,12
2CDB,24,4.9,Meal ,motorcycle ,30
D32B,37,4.8,Buffet ,motorcycle ,19
AEA4,28,4.8,Drinks ,scooter ,11
1A22,24,4.9,Buffet ,motorcycle ,23
9C8B,21,4.7,Buffet ,motorcycle ,22
A29,29,4.6,Snack ,bicycle ,25
957E,28,4.7,Meal ,motorcycle ,11
8A1F,31,4.7,Drinks ,motorcycle ,25
65EA,27,4.8,Drinks ,electric_scooter ,14
C0E7,34,4.6,Drinks ,motorcycle ,28
5CA8,38,4.0,Drinks ,motorcycle ,31
1094,28,4.8,Buffet ,scooter ,21
5B1F,39,4.8,Meal ,motorcycle ,25
9A12,28,4.5,Drinks ,motorcycle ,23
89EB,24,4.9,Meal ,scooter ,18
DEA6,38,4.8,Drinks ,scooter ,20
1362,30,4.8,Meal ,motorcycle ,30
B39A,36,4.6,Meal ,motorcycle ,27
3212,34,5.0,Meal ,scooter ,29
CA06,33,4.6,Drinks ,scooter ,23
3AF7,24,4.7,Drinks ,electric_scooter ,23
2B0E,32,4.5,Meal ,scooter ,27
D614,32,4.8,Meal ,motorcycle ,28
D626,36,4.9,Snack ,scooter ,26
900,29,4.6,Drinks ,motorcycle ,15
FB3,39,4.9,Buffet ,electric_scooter ,24
3CBA,25,4.9,Drinks ,motorcycle ,22
88B9,25,4.6,Drinks ,scooter ,16
32C0,29,4.6,Drinks ,motorcycle ,22
C799,27,4.9,Meal ,scooter ,24
4216,20,4.8,Snack ,motorcycle ,32
A1C7,24,5.0,Buffet ,motorcycle ,29
8BA6,32,5.0,Drinks ,motorcycle ,31
E0D2,25,5.0,Meal ,scooter ,19
590,29,4.6,Buffet ,scooter ,26
376B,31,4.2,Drinks ,scooter ,38
3703,38,4.9,Drinks ,motorcycle ,27
A88D,24,4.6,Buffet ,scooter ,16
13FE,37,4.8,Meal ,motorcycle ,43
6FE8,27,4.7,Buffet ,motorcycle ,19
8711,34,4.9,Snack ,motorcycle ,31
62BA,32,4.9,Drinks ,motorcycle ,21
A99C,21,4.9,Buffet ,motorcycle ,47
734D,38,4.8,Snack ,scooter ,24
8193,38,4.2,Snack ,motorcycle ,43
D559,25,4.5,Snack ,motorcycle ,11
B09C,31,4.8,Meal ,motorcycle ,41
D0A3,22,5.0,Snack ,scooter ,44
50F5,28,4.8,Snack ,motorcycle ,28
2FDC,35,5.0,Meal ,motorcycle ,21
9996,34,4.8,Buffet ,electric_scooter ,30
B061,36,4.5,Drinks ,electric_scooter ,39
8A0,29,4.6,Snack ,motorcycle ,24
A884,22,4.6,Drinks ,motorcycle ,47
6123,28,4.9,Meal ,scooter ,10
BE58,35,4.9,Buffet ,scooter ,15
BACA,20,4.8,Buffet ,motorcycle ,23
E1BB,23,5.0,Drinks ,electric_scooter ,25
CBDD,23,4.9,Buffet ,motorcycle ,27
D4B8,33,4.7,Snack ,motorcycle ,42
9DA0,38,4.3,Drinks ,motorcycle ,33
3B8C,20,4.3,Meal ,motorcycle ,46
7799,36,4.9,Meal ,motorcycle ,48
B71,32,4.2,Snack ,motorcycle ,20
451E,26,4.5,Drinks ,motorcycle ,17
D166,34,4.0,Buffet ,scooter ,39
D96E,23,4.9,Meal ,scooter ,10
DEE6,22,4.7,Buffet ,motorcycle ,22
BEA5,37,4.1,Buffet ,scooter ,36
31EC,32,4.3,Buffet ,scooter ,39
6339,39,4.6,Buffet ,scooter ,15
67C4,33,4.2,Snack ,motorcycle ,34
C90,24,4.5,Drinks ,motorcycle ,28
3020,21,4.1,Snack ,motorcycle ,24
5D9E,31,4.8,Snack ,motorcycle ,34
1DB5,35,4.5,Buffet ,electric_scooter ,27
798E,26,5.0,Drinks ,motorcycle ,27
43A2,20,4.6,Buffet ,scooter ,18
5A46,23,5.0,Buffet ,scooter ,28
B1F,23,4.5,Buffet ,scooter ,15
759,29,4.6,Buffet ,scooter ,22
4E+08,35,4.9,Drinks ,scooter ,17
8C74,38,4.6,Drinks ,scooter ,16
B942,30,4.9,Meal ,motorcycle ,29
479A,36,4.5,Drinks ,motorcycle ,23
EC5,21,4.9,Meal ,motorcycle ,17
7DE7,36,4.6,Drinks ,scooter ,30
914A,36,4.6,Buffet ,scooter ,35
C148,24,4.1,Drinks ,motorcycle ,16
CDF 8.00,20,4.9,Drinks ,scooter ,10
4C69,26,4.9,Drinks ,motorcycle ,28
DE8,29,4.6,Drinks ,motorcycle ,24
72D2,20,4.5,Meal ,motorcycle ,16
2937,37,4.9,Buffet ,motorcycle ,19
5FA,29,4.6,Meal ,scooter ,34
6E+69,23,5.0,Meal ,motorcycle ,20
19D4,25,4.5,Snack ,motorcycle ,23
6FA7,29,4.7,Buffet ,motorcycle ,23
5DD6,23,4.8,Meal ,scooter ,28
B61D,29,4.6,Drinks ,motorcycle ,18
8775,39,4.5,Meal ,electric_scooter ,28
4ACA,32,4.8,Snack ,scooter ,28
C838,25,4.7,Meal ,motorcycle ,26
AE84,32,5.0,Drinks ,scooter ,28
A208,21,4.8,Buffet ,scooter ,27
B87E,32,4.7,Snack ,scooter ,18
CAD1,36,4.0,Drinks ,motorcycle ,40
5248,20,4.9,Snack ,scooter ,11
85B,31,4.7,Buffet ,motorcycle ,25
9E+06,29,4.5,Drinks ,motorcycle ,27
298B,20,4.5,Buffet ,scooter ,10
3EBE,36,4.7,Buffet ,scooter ,24
7AD1,29,4.9,Buffet ,scooter ,21
DCFC,31,3.5,Meal ,scooter ,39
B11,31,4.6,Drinks ,scooter ,25
1679,31,4.6,Drinks ,motorcycle ,40
3963,36,4.6,Buffet ,scooter ,23
6F83,32,4.5,Drinks ,motorcycle ,22
16F0,34,3.7,Meal ,scooter ,40
A257,39,4.8,Buffet ,motorcycle ,44
6408,22,4.6,Meal ,scooter ,16
D3C5,30,4.7,Buffet ,motorcycle ,36
9A8,38,4.3,Drinks ,motorcycle ,35
9A39,27,4.9,Buffet ,scooter ,16
A676,33,3.5,Meal ,motorcycle ,36
51CF,32,4.9,Meal ,scooter ,29
BC0C,39,4.6,Drinks ,motorcycle ,16
6687,39,4.7,Buffet ,motorcycle ,46
B4CE,20,4.5,Meal ,scooter ,10
4D80,22,4.9,Snack ,scooter ,14
3171,26,4.9,Meal ,motorcycle ,24
DC34,24,4.8,Buffet ,scooter ,13
19A0,21,4.9,Meal ,electric_scooter ,14
376C,39,4.6,Drinks ,motorcycle ,29
B8C8,21,4.8,Meal ,motorcycle ,25
309E,34,4.0,Meal ,scooter ,49
90BF,30,5.0,Snack ,motorcycle ,30
832B,30,4.6,Meal ,motorcycle ,21
17F8,31,4.0,Snack ,electric_scooter ,32
7EC4,30,4.9,Drinks ,scooter ,15
A807,37,4.7,Meal ,motorcycle ,26
27A3,37,4.7,Drinks ,scooter ,24
7AF,36,4.8,Meal ,motorcycle ,29
5828,39,5.0,Buffet ,motorcycle ,27
80B1,25,4.9,Drinks ,scooter ,33
8988,38,4.5,Buffet ,motorcycle ,25
397A,26,4.1,Buffet ,motorcycle ,19
889E,35,4.8,Snack ,motorcycle ,16
B9E6,38,4.4,Snack ,motorcycle ,24
34A1,35,4.6,Meal ,scooter ,29
CDC4,30,4.9,Snack ,motorcycle ,47
CEE6,34,5.0,Meal ,motorcycle ,41
AD4F,29,4.8,Buffet ,motorcycle ,27
5905,20,4.7,Snack ,motorcycle ,15
4.2E+08,30,4.5,Meal ,motorcycle ,36
AFE1,38,4.7,Buffet ,motorcycle ,31
D895,25,4.0,Drinks ,scooter ,39
3603,34,4.7,Snack ,scooter ,25
6E+55,27,4.6,Snack ,scooter ,27
C48E,35,4.9,Meal ,electric_scooter ,17
388F,34,4.7,Snack ,motorcycle ,21
C317,35,4.7,Buffet ,motorcycle ,27
8E+16,29,5.0,Meal ,motorcycle ,21
AFC7,31,4.9,Drinks ,scooter ,27
467F,28,4.8,Meal ,motorcycle ,21
3D6C,24,4.6,Meal ,motorcycle ,23
8069,39,4.7,Drinks ,motorcycle ,21
A359,27,4.6,Meal ,scooter ,29
BDDA,35,4.2,Drinks ,motorcycle ,33
ACFB,23,4.9,Buffet ,motorcycle ,12
